Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

LED6_Col7  0805_A                3060mil       1800mil       3060mil       1800mil       3060mil   1841.339mil  T        270.00 150080GS75000  
LED6_Col8  0805_A                3260mil       1800mil       3260mil       1800mil       3260mil   1841.339mil  T        270.00 150080GS75000  
LED6_Col9  0805_A                4740mil       1800mil       4740mil       1800mil       4740mil   1841.339mil  T        270.00 150080GS75000  
LED6_Col10 0805_A                4940mil       1800mil       4940mil       1800mil       4940mil   1841.339mil  T        270.00 150080GS75000  
LED6_Col11 0805_A                5140mil       1800mil       5140mil       1800mil       5140mil   1841.339mil  T        270.00 150080GS75000  
LED6_Col12 0805_A                5340mil       1800mil       5340mil       1800mil       5340mil   1841.339mil  T        270.00 150080GS75000  
LED6_Col13 0805_A                5540mil       1800mil       5540mil       1800mil       5540mil   1841.339mil  T        270.00 150080GS75000  
LED6_Col14 0805_A                5740mil       1800mil       5740mil       1800mil       5740mil   1841.339mil  T        270.00 150080GS75000  
LED6_Col15 0805_A                5940mil       1800mil       5940mil       1800mil       5940mil   1841.339mil  T        270.00 150080GS75000  
LED6_Col16 0805_A                6140mil       1800mil       6140mil       1800mil       6140mil   1841.339mil  T        270.00 150080GS75000  
LED7_Col1  0805_A                1860mil       1600mil       1860mil       1600mil       1860mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col2  0805_A                2060mil       1600mil       2060mil       1600mil       2060mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col3  0805_A                2260mil       1600mil       2260mil       1600mil       2260mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col4  0805_A                2460mil       1600mil       2460mil       1600mil       2460mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col5  0805_A                2660mil       1600mil       2660mil       1600mil       2660mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col6  0805_A                2860mil       1600mil       2860mil       1600mil       2860mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col7  0805_A                3060mil       1600mil       3060mil       1600mil       3060mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col8  0805_A                3260mil       1600mil       3260mil       1600mil       3260mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col9  0805_A                4740mil       1600mil       4740mil       1600mil       4740mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col10 0805_A                4940mil       1600mil       4940mil       1600mil       4940mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col11 0805_A                5140mil       1600mil       5140mil       1600mil       5140mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col12 0805_A                5340mil       1600mil       5340mil       1600mil       5340mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col13 0805_A                5540mil       1600mil       5540mil       1600mil       5540mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col14 0805_A                5740mil       1600mil       5740mil       1600mil       5740mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col15 0805_A                5940mil       1600mil       5940mil       1600mil       5940mil   1641.339mil  T        270.00 150080GS75000  
LED7_Col16 0805_A                6140mil       1600mil       6140mil       1600mil       6140mil   1641.339mil  T        270.00 150080GS75000  
LED8_Col1  0805_A                1860mil       1400mil       1860mil       1400mil       1860mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col2  0805_A                2060mil       1400mil       2060mil       1400mil       2060mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col3  0805_A                2260mil       1400mil       2260mil       1400mil       2260mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col4  0805_A                2460mil       1400mil       2460mil       1400mil       2460mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col5  0805_A                2660mil       1400mil       2660mil       1400mil       2660mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col6  0805_A                2860mil       1400mil       2860mil       1400mil       2860mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col7  0805_A                3060mil       1400mil       3060mil       1400mil       3060mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col8  0805_A                3260mil       1400mil       3260mil       1400mil       3260mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col9  0805_A                4740mil       1400mil       4740mil       1400mil       4740mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col10 0805_A                4940mil       1400mil       4940mil       1400mil       4940mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col11 0805_A                5140mil       1400mil       5140mil       1400mil       5140mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col12 0805_A                5340mil       1400mil       5340mil       1400mil       5340mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col13 0805_A                5540mil       1400mil       5540mil       1400mil       5540mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col14 0805_A                5740mil       1400mil       5740mil       1400mil       5740mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col15 0805_A                5940mil       1400mil       5940mil       1400mil       5940mil   1441.339mil  T        270.00 150080GS75000  
LED8_Col16 0805_A                6140mil       1400mil       6140mil       1400mil       6140mil   1441.339mil  T        270.00 150080GS75000  
U3         QFN32                 3800mil       2700mil       3800mil       2700mil   3820.183mil   2817.619mil  B        225.00 MSP2553        
C_Mic      6-0805_M              3455mil       2405mil       3455mil       2405mil    3415.63mil       2405mil  T        360.00 Cap            
C5         6-0805_M              6020mil       2300mil       6020mil       2300mil       6020mil    2260.63mil  B         90.00 Cap            
C6         6-0805_M              5920mil       2300mil       5920mil       2300mil       5920mil    2260.63mil  B         90.00 Cap            
C3         6-0805_M              2100mil       2550mil       2100mil       2550mil    2139.37mil       2550mil  B        180.00 Cap            
C4         6-0805_M              5825mil       2025mil       5825mil       2025mil    5785.63mil       2025mil  B        360.00 Cap            
L1         0805_A                5000mil       2745mil       5000mil       2745mil   5041.339mil       2745mil  B        180.00 150080RS75000  
L2         0805_A                5000mil       2845mil       5000mil       2845mil   5041.339mil       2845mil  B        180.00 150080RS75000  
R4         6-0805_N              3290mil       2815mil       3290mil       2815mil       3290mil   2779.567mil  B         90.00 Res1           
R5         6-0805_M              5155mil       2745mil       5155mil       2745mil    5115.63mil       2745mil  B        360.00 Res1           
R6         6-0805_M              5155mil       2845mil       5155mil       2845mil    5194.37mil       2845mil  B        180.00 Res1           
C7         6-0805_N              3560mil       2815mil       3560mil       2815mil       3560mil   2850.433mil  B        270.00 Cap            
C8         6-0805_N              3485mil       2815mil       3485mil       2815mil       3485mil   2850.433mil  B        270.00 Cap            
C9         6-0805_N              3365mil       2815mil       3365mil       2815mil       3365mil   2850.433mil  B        270.00 Cap            
IR1        IR                    4025mil       2890mil       3825mil       2990mil       4025mil       2890mil  T        270.00 IR Reciever    
R7         6-0805_M              4230mil       2845mil       4230mil       2845mil       4230mil    2884.37mil  T        270.00 Res1           
P1         HDR1X5H               2860mil       2925mil       3060mil       2925mil       3060mil       2925mil  T        180.00 Header 5H      
8          6-0805_M              4275mil       1925mil       4275mil       1925mil       4275mil    1885.63mil  B         90.00 Res1           
P2         HDR1X2                4360mil       1935mil       4360mil       1985mil       4360mil       1985mil  T        270.00 Header 2       
RX         0805_A                4855mil       2845mil       4855mil       2845mil   4813.661mil       2845mil  B        360.00 150080RS75000  
R8         6-0805_N              4715mil       2845mil       4715mil       2845mil   4679.567mil       2845mil  B        360.00 Res1           

